Customer ID,Dummy_Customer_id,Gender_Converted,Age,Age_Bucket_Converted,Married_converted,Number of Dependents,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Tenure_bucket_converted,Offer_Converted,Phone_Service Converted,Avg Monthly Long Distance Charges,Multiple_lines_woe,Internet Service Converted,Internet_type_converted,Avg Monthly GB Download,Online_Security_Woe,Online_Backup_woe,Device_Protection_Plan,Premium Tech Support,Streaming_Tv_woe,Streaming_movie_woe,Streaming_music_woe,Unlimited_Data_Converted,Contract_Converted,PaperLess_Biling_woe,Payment_method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Target
1982-FEBTD,1333,-0.02,27,0.19,0.39,2,92660,33.634626,-117.874882,1,23,0.23,-0.03,-0.01,25.54,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,-0.34,0.76,25.6,514.75,0,0,587.42,1102.17,0
1984-FCOWB,1334,-0.02,21,0.19,0.39,0,93465,35.536115,-120.739231,1,70,1.63,1.61,-0.01,41.88,0.08,-0.26,-0.64,59,-0.69,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.3,1.1,-0.34,-0.35,109.5,7674.55,0,150,2931.6,10756.15,1
1984-GPTEH,1335,-0.02,47,0.13,-0.31,0,91506,34.169706,-118.323548,0,29,0.23,-0.03,-0.01,4.53,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,-0.35,25.15,702,0,0,131.37,833.37,0
1985-MBRYP,1336,-0.02,44,0.13,-0.31,0,95223,38.32153,-120.236358,0,43,0.67,0.95,-0.01,6.71,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,-0.34,-0.35,19.65,779.25,0,0,288.53,1067.78,0
1986-PHGZF,1337,0.02,73,-0.4,-0.31,0,95635,38.921333,-120.897718,0,18,-0.78,-0.01,-0.01,47.34,0.08,-0.26,0.46,7,0.75,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,2.6,-0.34,0.76,58.4,964.9,0,0,852.12,1817.02,0
1987-AUELQ,1338,-0.02,46,0.13,0.39,0,90018,34.028735,-118.317236,0,71,1.63,-0.03,-0.01,44.84,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,0.76,25.05,1873.7,0,0,3183.64,5057.34,0
1989-PRJHP,1339,0.02,75,-0.4,0.39,0,94588,37.685052,-121.912061,1,27,0.23,-0.03,-0.01,10.6,0.08,-0.26,-0.64,23,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,75.5,1893.95,0,0,286.2,2180.15,1
1991-VOPLL,1340,-0.02,45,0.13,-0.31,0,92069,33.162624,-117.170863,0,9,-0.78,-1.14,-0.01,31.28,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,0.76,19.05,157.65,0,0,281.52,439.17,0
1996-DBMUS,1341,-0.02,72,-0.4,0.39,0,92266,33.3249,-114.758334,10,48,0.67,-0.03,-0.01,12.6,0.08,-0.26,-0.64,21,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,1.1,-0.34,-0.35,70.65,3545.05,0,0,604.8,4149.85,0
1998-VHJHK,1342,-0.02,36,0.19,-0.31,0,93101,34.419203,-119.710008,0,27,0.23,-0.03,-0.01,20.18,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,1.1,0.62,0.76,19.15,501.35,0,0,544.86,1046.21,0
2000-DHJUY,1343,-0.02,67,-0.4,0.39,0,94025,37.449551,-122.183762,1,70,1.63,1.61,-0.01,18.67,0.08,-0.26,0.46,21,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.35,92.2,6474.45,0,0,1306.9,7781.35,0
2000-MPKCA,1344,-0.02,51,0.13,-0.31,0,90732,33.744119,-118.31448,0,58,0.67,0.95,-0.01,46.7,0.08,-0.26,-0.64,19,0.75,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,-0.35,107.75,6332.75,0,0,2708.6,9041.35,0
2001-EWBQU,1345,-0.02,23,0.19,-0.31,0,95210,38.033219,-121.297433,0,60,0.67,-0.03,-0.01,35.47,0.08,-0.26,-0.64,51,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.3,2.6,0.62,-0.35,104.7,6333.8,0,150,2128.2,8612,0
2001-MCUUW,1346,0.02,51,0.13,-0.31,0,92879,33.893823,-117.531446,0,46,0.67,-0.03,-0.01,37.5,0.08,-0.26,-0.64,22,-0.69,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,-0.35,108.65,4903.2,0,0,1725,6628.2,0
2002-MZHWP,1347,-0.02,24,0.19,-0.31,0,95315,37.422961,-120.765493,0,1,-0.78,-1.14,-0.01,26.12,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,0.76,20.5,20.5,0,0,26.12,46.62,1
2003-CKLOR,1348,0.02,62,-0.4,-0.31,0,96047,40.524535,-122.647172,0,66,1.63,1.61,-0.01,25.82,0.08,-0.26,0.05,26,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,0.62,-0.35,99.5,6710.5,0,0,1704.12,8414.62,1
2004-OCQXK,1349,-0.02,44,0.13,-0.31,0,95348,37.40122,-120.514191,0,1,-0.78,-1.14,-0.01,44.94,0.08,-0.26,-0.64,16,-0.69,-0.61,-0.58,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,81.95,81.95,0,0,44.94,126.89,1
2005-DWQZJ,1350,-0.02,26,0.19,0.39,1,91381,34.364153,-118.615583,1,8,-0.78,-0.03,-0.01,42.67,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,0.76,19.05,201.7,0,0,341.36,543.06,0
2007-QVGAW,1351,-0.02,51,0.13,0.39,1,90630,33.818477,-118.038307,10,68,1.63,1.61,-0.01,46.61,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,-0.34,-0.35,19.35,1292.65,0,0,3169.48,4462.13,0
2011-TRQYE,1352,0.02,59,0.13,-0.31,0,94576,38.554383,-122.474773,0,18,-0.78,-0.01,0.08,,0.08,-0.26,0.46,26,-0.69,0.27,0.22,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,0.76,33.5,600,0,0,0,600,1
2012-NWRPA,1353,-0.02,78,-0.4,0.39,0,95355,37.672906,-120.946594,1,11,-0.78,-0.01,-0.01,1.28,0.08,-0.26,-0.64,14,-0.69,-0.61,0.22,-0.7,-0.17,-0.17,-0.35,-0.2,-0.9,-0.34,-0.35,99.55,1131.2,0,0,14.08,1145.28,1
2013-SGDXK,1354,-0.02,27,0.19,-0.31,0,95338,37.526791,-119.99437,0,1,-0.78,-0.03,-0.01,1.63,0.08,-0.26,-0.64,59,-0.69,0.27,-0.58,-0.7,-0.17,-0.34,-0.35,-0.3,-0.9,0.62,-0.35,84.3,84.3,0,10,1.63,95.93,1
2014-MKGMH,1355,-0.02,45,0.13,-0.31,0,92508,33.885499,-117.324959,0,46,0.67,0.95,-0.01,27.97,0.08,-0.26,-0.64,22,-0.69,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,-0.35,101.1,4674.4,0,0,1286.62,5961.02,0
2017-CCBLH,1356,-0.02,55,0.13,-0.31,0,95571,40.310119,-123.909449,0,8,-0.78,-0.03,-0.01,23.46,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,0.76,20,141.6,0,0,187.68,329.28,0
2018-PZKMU,1357,0.02,32,0.19,0.39,3,92701,33.748478,-117.858918,10,9,-0.78,-1.14,-0.01,44.37,0.08,-0.26,-0.64,57,-0.69,-0.61,0.22,0.7,-0.17,-0.17,-0.14,-0.2,-0.9,0.62,-0.35,103.1,970.45,18.62,0,399.33,1351.16,0
2018-QKYGT,1358,0.02,19,0.19,0.39,3,91775,34.114772,-118.089431,1,1,-0.78,-0.03,-0.01,36.32,0.08,-0.26,-0.64,85,-0.69,-0.61,-0.58,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,81.05,81.05,0,0,36.32,117.37,0
2019-HDCZY,1359,0.02,35,0.19,0.39,0,93223,36.29878,-119.201028,4,63,1.63,-0.03,-0.01,2.72,0.08,-0.26,-0.64,22,-0.69,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,-0.35,102.6,6296.75,0,0,171.36,6468.11,0
2023-VQFDL,1360,0.02,42,0.13,-0.31,0,92506,33.930931,-117.361788,0,18,-0.78,-0.01,-0.01,33.16,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,-0.35,19,348.8,0,0,596.88,945.68,0
2024-BASKD,1361,-0.02,23,0.19,-0.31,0,93221,36.301689,-119.018233,0,1,-0.78,-1.14,-0.01,22.16,0.08,-0.26,-0.64,47,-0.69,-0.61,0.22,-0.7,-0.33,-0.34,-0.35,-0.3,-0.9,-0.34,-0.48,74.6,74.6,0,10,22.16,106.76,1
2025-JKFWI,1362,0.02,31,0.19,-0.31,0,91501,34.188339,-118.300942,0,13,-0.78,-0.03,-0.01,24.14,0.08,-0.26,-0.64,21,-0.69,-0.61,-0.58,0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,0.76,99,1301.7,0,0,313.82,1615.52,1
2026-TGDHM,1363,-0.02,54,0.13,-0.31,0,95425,38.801936,-122.938935,0,7,-0.78,-0.03,-0.01,19.21,0.08,-0.26,-0.64,16,-0.69,-0.61,-0.58,-0.7,-0.33,-0.17,-0.14,-0.3,-0.9,-0.34,-0.35,79.3,523.15,0,10,134.47,667.62,1
2027-CWDNU,1364,0.02,45,0.13,0.39,3,90291,33.991782,-118.479229,1,18,-0.78,-0.03,-0.01,28.04,0.08,-0.26,-0.64,28,-0.69,-0.61,-0.58,0.7,-0.33,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,85.6,1601.5,0,0,504.72,2106.22,0
2027-DNKIV,1365,0.02,28,0.19,0.39,3,91977,32.726627,-116.994608,1,37,0.23,-0.03,-0.01,35.67,0.08,-0.26,0.46,76,0.75,-0.61,0.22,0.7,-0.33,-0.34,-0.35,-0.2,1.1,-0.34,0.76,58.75,2203.1,0,0,1319.79,3522.89,0
2027-FECZV,1366,0.02,44,0.13,-0.31,0,93205,35.523991,-118.400432,0,12,-0.78,-0.03,-0.01,25.19,0.08,-0.26,-0.64,12,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,106.7,1253.9,0,0,302.28,1556.18,1
2027-OAQQC,1367,-0.02,64,-0.4,-0.31,0,95003,37.013471,-121.877877,0,43,0.67,0.95,0.08,,0.08,-0.26,0.46,12,-0.69,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,49.05,2076.2,20.29,0,0,2055.91,1
2027-WKXMW,1368,-0.02,49,0.13,0.39,0,94037,37.540582,-122.509594,10,63,1.63,0.95,-0.01,20.37,0.08,-0.26,-0.64,26,-0.69,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,108.75,6871.7,0,0,1283.31,8155.01,0
2030-BTZRO,1369,0.02,54,0.13,0.39,3,91325,34.236683,-118.517588,1,6,-0.78,-0.03,-0.01,41.36,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,-0.34,0.76,20.4,107.6,0,0,248.16,355.76,0
2034-CGRHZ,1370,0.02,73,-0.4,-0.31,0,94104,37.791222,-122.402241,0,24,0.23,-0.03,-0.01,3.23,0.08,-0.26,-0.64,26,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.35,-0.2,-0.9,-0.34,0.76,102.95,2496.7,0,0,77.52,2574.22,1
2034-GDRCN,1371,-0.02,47,0.13,-0.31,0,92122,32.85723,-117.209774,0,2,-0.78,-1.14,-0.01,10.53,0.08,-0.26,-0.64,8,-0.69,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,90.4,168.2,0,0,21.06,189.26,1
2037-SGXHH,1372,0.02,25,0.19,0.39,0,95226,38.233879,-120.861666,1,38,0.23,-0.03,-0.01,49.7,0.08,-0.26,-0.64,30,-0.69,0.27,0.22,-0.7,-0.17,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,94.65,3624.3,0,0,1888.6,5512.9,1
2037-XJFUP,1373,0.02,24,0.19,0.39,0,92592,33.507255,-117.029473,1,33,0.23,0.2,-0.01,41.8,0.08,-0.26,-0.64,41,-0.69,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.3,1.1,-0.34,-0.35,95.8,3036.75,0,60,1379.4,4476.15,1
2038-LLMLM,1374,-0.02,35,0.19,-0.31,0,92243,32.770393,-115.60915,0,48,0.67,-0.03,-0.01,10.5,0.08,-0.26,-0.64,12,-0.69,-0.61,0.22,0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,-4,4946.05,0,0,504,5450.05,0
2038-OEQZH,1375,0.02,63,-0.4,-0.31,0,92584,33.653338,-117.178271,0,4,-0.78,-0.03,-0.01,44.36,0.08,-0.26,-0.64,20,-0.69,-0.61,0.22,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,0.62,-0.35,86.05,308.1,0,0,177.44,485.54,0
2038-YSEZE,1376,-0.02,48,0.13,-0.31,0,90046,34.108455,-118.362081,0,29,0.23,0.2,-0.01,13.74,0.08,-0.26,0.46,2,0.75,0.27,-0.58,0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,0.76,67.45,1801.1,0,0,398.46,2199.56,0
2039-JONDJ,1377,0.02,50,0.13,-0.31,0,91504,34.213049,-118.317651,0,27,0.23,-0.03,-0.01,20.29,0.08,-0.26,0.46,21,0.75,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,1.1,0.62,-0.35,55.45,1477.65,0,0,547.83,2025.48,0
2040-LDIWQ,1378,0.02,51,0.13,0.39,0,91367,34.178068,-118.615714,8,65,1.63,0.95,-0.01,41.57,0.08,-0.26,0.46,16,-0.69,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.35,84.2,5324.5,0,0,2702.05,8026.55,0
2040-OBMLJ,1379,0.02,24,0.19,-0.31,0,93621,36.789213,-119.140338,0,31,0.23,-0.03,-0.01,17.18,0.08,-0.26,-0.64,76,-0.69,-0.61,-0.58,0.7,-0.33,-0.34,-0.35,-0.2,1.1,0.62,0.76,81.7,2548.65,0,0,532.58,3081.23,0
2040-VZIKE,1380,-0.02,56,0.13,0.39,0,95374,37.316807,-120.855753,3,49,0.67,-0.03,-0.01,44.81,0.08,-0.26,-0.64,10,0.75,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.48,100.85,4847.35,0,0,2195.69,7043.04,0
2040-XBAVJ,1381,0.02,51,0.13,0.39,1,90263,34.037037,-118.705803,0,72,1.63,1.61,-0.01,24.95,0.08,-0.26,-0.64,13,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,-0.35,114.45,8100.55,0,0,1796.4,9896.95,0
2041-JIJCI,1382,-0.02,37,0.19,-0.31,0,96136,40.345949,-120.081187,0,5,-0.78,-0.03,-0.01,44.78,0.08,-0.26,0.05,29,-0.69,0.27,-0.58,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,64,370.25,0,0,223.9,594.15,0
2043-WVTQJ,1383,0.02,61,-0.4,0.39,0,92683,33.752591,-117.993661,10,1,-0.78,-0.03,-0.01,17.68,0.08,-0.26,0.05,9,0.75,-0.61,0.22,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,0.76,55.7,55.7,0,0,17.68,73.38,0
2045-BMBTJ,1384,-0.02,80,-0.77,-0.31,0,91733,34.04622,-118.053753,0,33,0.23,-0.03,0.08,,0.08,-0.26,0.46,16,0.75,0.27,0.22,-0.7,-0.17,-0.17,-0.35,-0.2,2.6,-0.34,-0.35,59.45,1884.65,0,0,0,1884.65,0
2049-BAFNW,1385,-0.02,60,-0.4,-0.31,0,94592,38.093701,-122.276589,0,1,-0.78,-1.14,0.08,,0.08,-0.26,0.46,7,-0.69,-0.61,0.22,0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,0.76,35.9,35.9,0,0,0,35.9,0
2050-ONYDQ,1386,-0.02,48,0.13,0.39,1,94037,37.540582,-122.509594,7,65,1.63,-0.03,-0.01,2.95,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,0.76,26,1654.85,0,0,191.75,1846.6,0
2054-PJOCK,1387,-0.02,32,0.19,-0.31,0,92881,33.833686,-117.513063,0,60,0.67,-0.03,-0.01,16.11,0.08,-0.26,0.05,18,-0.69,-0.61,0.22,0.7,-0.17,-0.17,-0.14,-0.2,1.1,0.62,0.76,80.55,4847.05,0,0,966.6,5813.65,0
2055-BFOCC,1388,0.02,65,-0.4,0.39,0,96116,41.266008,-120.490731,1,63,1.63,-0.03,-0.01,40.65,0.08,-0.26,0.46,29,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,-0.35,84,5329.55,0,0,2560.95,7890.5,0
2055-PDADH,1389,-0.02,71,-0.4,-0.31,0,96011,41.096569,-121.879082,0,3,-0.78,-1.14,-0.01,2.26,0.08,-0.26,-0.64,3,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,70.4,204.7,0,0,6.78,211.48,1
2055-SIFSS,1390,-0.02,75,-0.4,0.39,0,92281,33.03679,-115.60503,5,55,0.67,-0.03,-0.01,29.53,0.08,-0.26,0.05,29,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,1.1,0.62,-0.35,51.65,2838.55,0,0,1624.15,4462.7,0
2056-EVGZL,1391,0.02,56,0.13,0.39,2,91790,34.066964,-117.937007,9,68,1.63,-0.03,-0.01,8.88,0.08,-0.26,-0.64,17,-0.69,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,1.1,0.62,0.76,105.75,7322.5,0,0,603.84,7926.34,0
2057-BOYKM,1392,-0.02,70,-0.4,0.39,0,90305,33.958134,-118.330905,10,72,1.63,-0.03,-0.01,28.09,0.08,-0.26,-0.64,20,0.75,0.27,0.22,0.7,-0.33,-0.34,-0.35,-0.2,2.6,-0.34,-0.35,96.6,6827.5,0,0,2022.48,8849.98,0
2057-ZBLPD,1393,-0.02,50,0.13,0.39,0,95032,37.233034,-121.947427,3,21,0.23,-0.01,-0.01,42.22,0.08,-0.26,-0.64,29,-0.69,-0.61,-0.58,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,86.5,1808.7,0,0,886.62,2695.32,1
2058-DCJBE,1394,0.02,32,0.19,-0.31,0,90012,34.065875,-118.238728,0,5,-0.78,-1.14,-0.01,31.14,0.08,-0.26,-0.64,5,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,69.75,324.6,0,0,155.7,480.3,1
2061-VVFST,1395,-0.02,57,0.13,0.39,0,90606,33.976678,-118.065875,1,37,0.23,-0.03,-0.01,45.19,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,-0.35,19.5,805.2,0,0,1672.03,2477.23,0
2065-MMKGR,1396,-0.02,47,0.13,-0.31,0,95619,38.683605,-120.811852,0,29,0.23,-0.03,-0.01,41.38,0.08,-0.26,0.46,4,-0.69,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,0.76,71,2080.1,0,0,1200.02,3280.12,0
2067-QYTCF,1397,-0.02,41,0.13,0.39,0,90057,34.061918,-118.277939,4,64,1.63,-0.03,-0.01,8.6,0.08,-0.26,-0.64,21,-0.69,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,111.15,6953.4,0,0,550.4,7503.8,0
2068-WWXQZ,1398,0.02,61,-0.4,-0.31,0,90604,33.929704,-118.01208,0,46,0.67,0.95,-0.01,30.25,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,-0.35,20.05,902,0,0,1391.5,2293.5,0
2070-FNEXE,1399,-0.02,77,-0.4,-0.31,2,91107,34.159007,-118.087353,0,7,-0.78,-1.14,-0.01,26.95,0.08,-0.26,-0.64,18,0.75,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.3,-0.9,0.62,-0.35,76.45,503.6,11.05,0,188.65,681.2,1
2070-XYMFH,1400,-0.02,66,-0.4,-0.31,0,90815,33.797638,-118.11662,0,23,0.23,-0.03,-0.01,8.72,0.08,-0.26,-0.64,18,-0.69,-0.61,0.22,-0.7,-0.33,-0.34,-0.35,-0.2,2.6,-0.34,0.76,79.35,1835.3,15.41,0,200.56,2020.45,0
2072-ZVJJX,1401,0.02,47,0.13,0.39,0,95818,38.556306,-121.495817,5,68,1.63,1.61,-0.01,22.83,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,-0.35,25.25,1728.2,0,0,1552.44,3280.64,0
2073-QBVBI,1402,-0.02,59,0.13,0.39,0,90077,34.102084,-118.451629,10,41,0.67,-0.03,0.08,,0.08,-0.26,0.05,17,-0.69,0.27,-0.58,0.7,-0.33,-0.34,-0.35,-0.2,1.1,0.62,0.76,35.45,1391.65,0,0,0,1391.65,0
2074-GKOWZ,1403,0.02,49,0.13,0.39,0,94947,38.112166,-122.634384,1,2,-0.78,-1.14,-0.01,8.86,0.08,-0.26,-0.64,23,-0.69,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,89.55,185.55,0,0,17.72,203.27,1
2074-GUHPQ,1404,-0.02,37,0.19,-0.31,2,95410,39.225694,-123.717354,0,17,-0.78,-0.03,-0.01,49.78,0.08,-0.26,-0.64,19,-0.69,0.27,0.22,0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,0.76,92.7,1556.85,0,0,846.26,2403.11,0
2075-PUEPR,1405,0.02,46,0.13,0.39,2,92657,33.603282,-117.821841,2,55,0.67,-0.03,-0.01,24.7,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,-0.35,19.35,1153.25,0,0,1358.5,2511.75,0
2075-RMJIK,1406,-0.02,54,0.13,0.39,3,92070,33.174725,-116.743329,3,5,-0.78,-0.03,-0.01,47.06,0.08,-0.26,0.05,52,0.75,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.3,-0.9,-0.34,-0.48,49.4,232.55,0,10,235.3,477.85,0
2077-DDHJK,1407,-0.02,48,0.13,0.39,0,93117,34.489983,-120.091246,2,68,1.63,-0.03,-0.01,27.41,0.08,-0.26,0.46,9,0.75,0.27,0.22,0.7,-0.33,-0.34,-0.35,-0.2,2.6,0.62,0.76,70.9,4911.35,49.37,0,1863.88,6725.86,0
2077-MPJQO,1408,0.02,80,-0.77,0.39,0,94025,37.449551,-122.183762,2,7,-0.78,-0.03,-0.01,21.37,0.08,-0.26,-0.64,21,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,-10,533.05,0,0,149.59,682.64,0
2079-FBMZK,1409,-0.02,50,0.13,-0.31,0,95843,38.715498,-121.363411,0,6,-0.78,-0.03,-0.01,39.36,0.08,-0.26,-0.64,5,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.48,69.25,418.4,0,0,236.16,654.56,1
2080-CAZNM,1410,-0.02,78,-0.4,-0.31,0,91502,34.177267,-118.31003,0,41,0.67,0.95,-0.01,6.33,0.08,-0.26,-0.64,15,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.35,-0.2,-0.9,-0.34,-0.35,104.4,4133.95,0,0,259.53,4393.48,0
2080-GKCWQ,1411,0.02,54,0.13,-0.31,0,94806,37.980269,-122.342635,0,2,-0.78,-0.03,-0.01,3.76,0.08,-0.26,-0.64,16,-0.69,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,74.95,151.75,0,0,7.52,159.27,0
2080-SRCDE,1412,-0.02,21,0.19,-0.31,1,91789,34.018354,-117.85492,0,1,-0.78,-1.14,-0.01,32.73,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,-0.48,25.4,25.4,0,0,32.73,58.13,0
2081-KJSQF,1413,0.02,25,0.19,-0.31,0,95641,38.154823,-121.601358,0,1,-0.78,-0.03,-0.01,42.96,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,-0.34,0.76,20.25,20.25,0,0,42.96,63.21,0
2081-VEYEH,1414,0.02,42,0.13,-0.31,0,90221,33.885811,-118.206459,0,3,-0.78,-1.14,-0.01,12.66,0.08,-0.26,-0.64,28,-0.69,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,107.95,318.6,0,0,37.98,356.58,0
2082-CEFLT,1415,0.02,31,0.19,-0.31,0,92109,32.787836,-117.232376,0,1,-0.78,-1.14,-0.01,11.73,0.08,-0.26,0.46,24,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,45.6,45.6,0,0,11.73,57.33,1
2082-OJVTK,1416,0.02,25,0.19,0.39,0,92109,32.787836,-117.232376,1,29,0.23,-0.03,-0.01,4,0.08,-0.26,-0.64,48,-0.69,-0.61,0.22,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,89.2,2698.35,0,0,116,2814.35,1
2085-BOJKI,1417,0.02,33,0.19,0.39,0,90822,33.778436,-118.118648,1,17,-0.78,-0.01,-0.01,28.83,0.08,-0.26,-0.64,5,-0.69,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,-0.35,96.65,1588.25,0,0,490.11,2078.36,0
2085-JVGAD,1418,0.02,56,0.13,0.39,0,93235,36.385818,-119.224243,3,37,0.23,-0.03,-0.01,2.15,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,-0.35,20.35,697.65,45.07,0,79.55,732.13,0
2087-QAREY,1419,-0.02,60,-0.4,0.39,0,93262,36.527243,-118.594938,1,22,0.23,-0.01,-0.01,39.83,0.08,-0.26,0.05,16,-0.69,0.27,0.22,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,0.76,54.7,1178.75,0,0,876.26,2055.01,0
2088-IEBAU,1420,-0.02,63,-0.4,-0.31,0,92064,32.984395,-117.013454,0,68,1.63,-0.03,-0.01,21.82,0.08,-0.26,0.46,2,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.35,88.15,6148.45,36.29,0,1483.76,7595.92,0
